##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	SRR6638905.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3417236
Sequences flagged as poor quality	0
Sequence length	51
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1103	21	0.050117381870265376
1103	22	0.08443119475466432
1103	23	0.02910787893419098
1103	24	0.05913621787498613
1103	25	0.06815864129828952
1103	26	0.03692924957242383
1103	27	0.10757918483257356
1103	28	0.093208674842721
1103	29	-0.0047196782089926614
1103	30	0.007793597981255118
1103	31	-0.035407234243820085
1103	32	-0.016672666499040645
1103	33	-0.013004652485356871
1103	34	-0.048117103893588364
1103	35	0.0014534078732140188
1103	36	-0.010258665790310317
1103	37	-0.010479709549436222
1103	38	0.007284758518984802
1103	39	0.03558159462985344
1103	40	-0.03737347006828884
1103	41	-0.01983758136579894
1103	42	0.018435528237077392
1103	43	-0.007294881614740234
1103	44	0.024919533985674036
1103	45	0.04554238082201323
1103	46	0.05588959470772181
1103	47	0.06426204007825476
1103	48	-0.01698261820807545
1103	49	0.0010201912845815286
1103	50	0.041003412880179724
1103	51	0.062152607252940584
1104	1	-0.5110182848968101
1104	2	-0.05518999275705028
1104	3	0.04404942982800719
1104	4	0.0925729264845998
1104	5	0.07170213618787358
1104	6	0.06308343951531015
1104	7	0.07242945862181216
1104	8	0.04947702303233825
1104	9	0.02760605997904264
1104	10	0.008900866902187943
1104	11	0.0330347069642869
1104	12	0.04343839687393114
1104	13	0.0013846320551422764
1104	14	0.02112011787584578
1104	15	0.03327471026010187
1104	16	-0.0018812487838246739
1104	17	0.008122511214189387
1104	18	0.02471950709724524
1104	19	-0.009712065989724294
1104	20	0.0031891171731430745
1104	21	0.031538441872413614
1104	22	0.05531122099100827
1104	23	0.041052760605154504
1104	24	0.0012449968973626824
1104	25	0.005220996356669616
1104	26	-0.012512884243371047
1104	27	0.0025891073753854243
1104	28	-0.0016393065189106437
1104	29	-0.04407831849735544
1104	30	-0.011562720214733702
1104	31	0.04199217637392394
1104	32	-0.02063397999994976
1104	33	-0.029710648903723325
1104	34	-0.04920070114481945
1104	35	-0.10604860125943105
1104	36	-0.0674851740704625
1104	37	-0.002548828664799885
1104	38	0.02250588141572507
1104	39	-0.012560415075064668
1104	40	-0.02711444396593521
1104	41	-0.016593392718355915
1104	42	-0.0070512238682809425
1104	43	-0.08370024960997569
1104	44	-0.049351104779567834
1104	45	-0.056101434970031505
1104	46	-0.0522636457804353
1104	47	-0.04174876755592294
1104	48	-0.08874600249812659
1104	49	-0.06162622915775273
1104	50	-0.09850178885434957
1104	51	-0.08747171726992065
1105	1	-0.1969007787323278
1105	2	-0.06243865695502393
1105	3	0.027114994700887962
1105	4	0.041357466263093556
1105	5	0.019996928152785642
1105	6	0.053471295990249246
1105	7	-0.0022069184974924383
1105	8	0.0049703808358785295
1105	9	0.0010256418018244062
1105	10	0.008352032105428009
1105	11	0.023589778279763607
1105	12	0.06024091072765003
1105	13	0.04639688434254907
1105	14	0.04876780294830496
1105	15	0.06058770128020541
1105	16	0.052844401232469806
1105	17	0.04963144736032632
1105	18	0.09620616467483245
1105	19	0.06157974994757609
1105	20	0.06370132597147204
1105	21	0.043392189560158556
1105	22	0.06400678925577097
1105	23	0.03473653394483733
1105	24	0.009142956982053363
1105	25	0.04233885757179223
1105	26	0.020996308871659153
1105	27	0.019696044768828358
1105	28	0.06499309762865124
1105	29	0.07385612746898573
1105	30	0.05941079269015148
1105	31	0.10777832802416754
1105	32	0.05752844919150846
1105	33	0.07222840875539305
1105	34	0.021774530173445328
1105	35	0.03620919300101377
1105	36	0.00925282261378868
1105	37	0.0702676164983842
1105	38	0.03407093565546404
1105	39	0.024920163549090546
1105	40	0.01339001346619284
1105	41	0.02134600227852701
1105	42	-0.025851591555870357
1105	43	0.017160437559738284
1105	44	0.033276026747003584
1105	45	0.03735368364147007
1105	46	0.036487514479063066
1105	47	0.08185683912463304
1105	48	0.061632749029605804
1105	49	0.06842845075603066
1105	50	0.06811372196781917
1105	51	0.08730202717134006
1106	1	-0.43965346645762793
1106	2	-0.19537966351160918
1106	3	-0.07061676101584169
1106	4	0.0028634926239732295
1106	5	-0.010458847538387772
1106	6	0.006512520967795865
1106	7	0.029967883558512654
1106	8	0.029486105562156695
1106	9	0.04286418637434508
1106	10	0.011922641032988679
1106	11	0.030014055057108635
1106	12	0.04590654068613986
1106	13	-0.005190476127211241
1106	14	0.03920026259780229
1106	15	0.02629373120229417
1106	16	0.012949684487260527
1106	17	0.030149890477886743
1106	18	-0.022124725271872592
1106	19	0.014412001068372149
1106	20	-0.01474177180751468
1106	21	-0.0011612840057608764
1106	22	-0.031597142717181725
1106	23	-0.019074110515695963
1106	24	-0.02221845452382354
1106	25	0.004228950677678256
1106	26	-0.01436305691618145
1106	27	0.011233221836207008
1106	28	-0.013662436295838631
1106	29	-0.05612239644850092
1106	30	0.004881970620139953
1106	31	0.05102869502677265
1106	32	0.033122775786239345
1106	33	0.0813315078005914
1106	34	0.04276515033861017
1106	35	0.05457638751833116
1106	36	0.0497875681652431
1106	37	0.1240028325254201
1106	38	0.08059816111575202
1106	39	0.10973016303469052
1106	40	0.08838294050488571
1106	41	0.11001101298194271
1106	42	0.10095943276719765
1106	43	0.09437194976876384
1106	44	0.11302193432170071
1106	45	0.06715014063193081
1106	46	0.04444434864137037
1106	47	0.012411240583936944
1106	48	-0.028704794446845483
1106	49	0.015528140930648249
1106	50	0.004436791098846982
1106	51	0.015700659270521555
1107	1	-0.5351024889458671
1107	2	-0.1298019860983004
1107	3	-0.08681843890839502
1107	4	-0.03275688744135152
1107	5	0.0076191294055689696
1107	6	0.017396227542363363
1107	7	0.051257675554012394
1107	8	0.05114379933244351
1107	9	0.059487811789125544
1107	10	0.04974750155588481
1107	11	0.06748501360727488
1107	12	0.0809991607718814
1107	13	0.02980544765135562
1107	14	0.08152361765361604
1107	15	0.0912443477145004
1107	16	0.08616832362836391
1107	17	0.06845953484384637
1107	18	0.04896659511132384
1107	19	0.020316010611679758
1107	20	0.031953102832396496
1107	21	0.04250735435395114
1107	22	0.08913226650419404
1107	23	0.06995909571245562
1107	24	0.06235467523285365
1107	25	0.09382117225742803
1107	26	0.0653856759389484
1107	27	0.06249072963702673
1107	28	0.05413209349313064
1107	29	0.07749855142274953
1107	30	0.09546492237747373
1107	31	0.1096777727328373
1107	32	0.084461677785022
1107	33	0.06224326607154751
1107	34	0.07841157654728192
1107	35	0.0736496527149555
1107	36	0.10708745564590316
1107	37	0.12221541593819296
1107	38	0.13515441297153785
1107	39	0.09754740506066639
1107	40	0.05661348273349631
1107	41	0.04178867528848684
1107	42	0.083676188772138
1107	43	0.07723293629248928
1107	44	0.025975072100585805
1107	45	0.03196310327655283
1107	46	0.043387526375042285
1107	47	0.09727478483893748
1107	48	0.030984501109159623
1107	49	0.0022869328063350736
1107	50	0.029879315074317958
1107	51	0.06502456650457589
1108	1	-0.2413533680834945
1108	2	-0.008086434481803906
1108	3	0.007214611572813112
1108	4	0.005256729739322452
1108	5	-0.02139202050840794
1108	6	0.002595663953925964
1108	7	0.02453414460033798
1108	8	0.04405819493437946
1108	9	-0.003938907020440752
1108	10	0.030619621755697324
1108	11	0.04102429337854829
1108	12	0.07759261266096473
1108	13	0.05221478823641945
1108	14	0.08140891345722423
1108	15	0.037046663896866505
1108	16	0.02213477945872455
1108	17	0.02131180014887235
1108	18	0.0023277317231347183
1108	19	0.0160282678374557
1108	20	-0.01978260381010699
1108	21	0.0062037210813912225
1108	22	-0.02178541800303435
1108	23	-0.01976769867845718
1108	24	-0.015908360394604415
1108	25	0.032607529373613886
1108	26	0.013849599657028477
1108	27	0.053089393465377555
1108	28	0.017828656128678233
1108	29	0.03403437890136729
1108	30	0.06884747566349603
1108	31	0.07672093559869353
1108	32	0.02887196891622068
1108	33	0.061006890011043424
1108	34	0.0012732493595848382
1108	35	0.08974556070397455
1108	36	0.10019462482470232
1108	37	0.11449810585052944
1108	38	0.13126926135629446
1108	39	0.10195582722852947
1108	40	0.06171875003639826
1108	41	0.0833670363761243
1108	42	0.05598232496667066
1108	43	0.08416142238908009
1108	44	0.007558632589372394
1108	45	0.06829053938405849
1108	46	0.0379498030153087
1108	47	0.07523424126447509
1108	48	0.08486931968062095
1108	49	0.0830095947116476
1108	50	0.08511452822430243
1108	51	-0.017159080105415114
1109	1	-0.19205691974416084
1109	2	-0.09842719980258607
1109	3	-0.0037948938689069678
1109	4	0.01114445868982017
1109	5	0.0027749616918413267
1109	6	0.030135538940548656
1109	7	0.04604973183786143
1109	8	0.055983356331182677
1109	9	0.04868415381723423
1109	10	0.050768069202653976
1109	11	0.054221021663416025
1109	12	0.04293178053590907
1109	13	0.036527870094658965
1109	14	-0.004133398410210987
1109	15	0.04743380443960632
1109	16	0.052194693718789154
1109	17	-0.00509708318354285
1109	18	-0.034277511477498024
1109	19	-0.005099003137189584
1109	20	0.006407201235781201
1109	21	-0.004019841007405489
1109	22	0.035354580689798354
1109	23	0.02787954657640057
1109	24	0.02891861705165155
1109	25	4.890094811287327E-4
1109	26	0.004860726278074878
1109	27	-0.004812723816719711
1109	28	0.027943044204683076
1109	29	0.0403018435485194
1109	30	0.0503574508455813
1109	31	0.026303719258521596
1109	32	0.04172383146504188
1109	33	0.022683707913536466
1109	34	0.01237221176830161
1109	35	0.09166258699372776
1109	36	0.05951616858175157
1109	37	0.10192949326966527
1109	38	0.05742792077244019
1109	39	0.06079549003783313
1109	40	0.08547806405846359
1109	41	0.08752696790685377
1109	42	0.11502547499111415
1109	43	0.12305986755396958
1109	44	0.10380638749334281
1109	45	0.09029165887410784
1109	46	0.08138198203732117
1109	47	0.10142386374511858
1109	48	0.08485571857033136
1109	49	0.061632574490360525
1109	50	0.052796920938924075
1109	51	0.04346006434276006
1110	1	-0.3661872362972325
1110	2	-0.06490411857755163
1110	3	-0.03530697898946755
1110	4	-0.00630075159592991
1110	5	-0.01721432948883006
1110	6	0.004272048870191725
1110	7	0.011534868870100468
1110	8	0.042689896225489576
1110	9	0.021492790346222534
1110	10	0.02824445842708201
1110	11	0.03323515223915052
1110	12	0.04272999090252938
1110	13	0.038482570425692586
1110	14	0.06020072146512234
1110	15	0.03557298341161186
1110	16	0.02747184521660273
1110	17	0.039408470365060566
1110	18	0.0361604502856423
1110	19	0.0399961834227085
1110	20	0.056219031140415154
1110	21	0.05547359969349941
1110	22	0.042132877920202816
1110	23	0.03475865447435922
1110	24	0.008226343970534344
1110	25	0.03264029145537961
1110	26	0.017471736873041266
1110	27	0.08788386308582119
1110	28	0.0091368057578336
1110	29	-0.004735953299132234
1110	30	-0.021959729471632272
1110	31	0.011388789409025435
1110	32	-0.008883965137741257
1110	33	-0.024021924853059318
1110	34	-0.024438239689295926
1110	35	-2.934874927333908E-4
1110	36	-0.010820477618999291
1110	37	0.03843164752967709
1110	38	0.027402161879749087
1110	39	0.027441801027976
1110	40	0.04012529698655953
1110	41	0.04270105858916651
1110	42	0.06377225449841006
1110	43	0.09314383913748259
1110	44	0.028247361627329326
1110	45	-0.006137026456336514
1110	46	0.03895482805290129
1110	47	0.08783318888333724
1110	48	0.05389539934889598
1110	49	0.04757722808748355
1110	50	0.03516750818967296
1110	51	0.026463368963568712
1111	1	-0.21570655787352422
1111	2	-0.09140455957903271
1111	3	-0.07950381697081355
1111	4	-0.03787259324388259
1111	5	-0.014000986117146397
1111	6	0.020893528986945853
1111	7	0.03820657333656641
1111	8	0.04167729225878958
1111	9	0.03852725830195425
1111	10	0.021721625134958344
1111	11	0.0297672804736564
1111	12	0.010646686863239552
1111	13	0.008661542686596135
1111	14	0.01695231215118298
1111	15	-0.024133712966595056
1111	16	-0.05064858365132352
1111	17	-0.014734918205590475
1111	18	-0.0047156457578552136
1111	19	-0.053474325194862615
1111	20	-0.10062268432508858
1111	21	-0.06895229521824575
1111	22	-0.015381459865977831
1111	23	-0.024569741318536842
1111	24	-0.033097427165607485
1111	25	-0.013745490712700814
1111	26	0.012608304548336946
1111	27	-0.007797705752707884
1111	28	0.0034508121604659436
1111	29	-0.016576722819173995
1111	30	0.01369814649823553
1111	31	-0.034369673388468414
1111	32	-0.051770292291465125
1111	33	-0.07858047406604385
1111	34	-0.025348178697157664
1111	35	-0.07174216843812786
1111	36	-0.033930569374931
1111	37	-0.01578872036007084
1111	38	-0.05383523101074417
1111	39	-0.0011481008063256581
1111	40	-0.026009482937169537
1111	41	-0.04068469362527338
1111	42	-0.033447659120241724
1111	43	-0.03384899014582743
1111	44	-0.05015258287306068
1111	45	-0.06089136077224566
1111	46	-0.005322791653433967
1111	47	-0.009039308997792261
1111	48	-0.057598125153887736
1111	49	-0.03246923576040217
1111	50	-0.029850140405635273
1111	51	-0.13919860894864655
1112	1	-0.1656546394956422
1112	2	-0.03136415002930448
1112	3	-1.5584725341000194E-4
1112	4	-0.0029626992131923657
1112	5	0.011404712068376455
1112	6	0.041458672486783144
1112	7	0.059545731684636394
1112	8	0.04927984940788832
1112	9	0.0874759020642557
1112	10	0.061727849816300306
1112	11	0.05092065781392563
1112	12	0.06742720666338187
1112	13	0.05478836482686944
1112	14	0.0486448367333665
1112	15	0.043057884382292855
1112	16	0.07060935728747353
1112	17	0.07207663632644312
1112	18	0.06074708341748192
1112	19	0.02510224630822222
1112	20	0.043602324676861315
1112	21	0.06756825328055527
1112	22	0.052550790248751866
1112	23	0.04169578567807264
1112	24	0.029503213299150843
1112	25	0.020495489931910527
1112	26	0.03569086792502674
1112	27	0.06006847435573093
1112	28	0.043845606977846785
1112	29	0.07622081789383373
1112	30	0.056037027628477176
1112	31	0.06341277298108139
1112	32	0.03928377070864997
1112	33	0.032592523667517526
1112	34	0.0350384987403487
1112	35	0.046009773794736475
1112	36	0.02581837623062455
1112	37	0.05301312442498585
1112	38	0.043251481475124365
1112	39	0.020129203223426373
1112	40	0.044925354592393774
1112	41	0.03269204481905774
1112	42	0.06295960075962626
1112	43	0.018330833077293107
1112	44	0.034585289283143084
1112	45	0.06460370999825926
1112	46	0.058486806363276855
1112	47	0.08473816111552424
1112	48	0.07273044992759026
1112	49	0.059733602211665016
1112	50	0.0683577270275535
1112	51	0.026728252935384944
1113	1	-0.224175761595113
1113	2	-0.07490187884019406
1113	3	-0.020267319469965628
1113	4	-0.017250346100972536
1113	5	-0.005957104928342005
1113	6	0.03457584690319493
1113	7	0.006328399804139906
1113	8	0.018776531547381126
1113	9	0.013842459615041491
1113	10	-0.002893881769459483
1113	11	0.03806946256136712
1113	12	0.03800979675057903
1113	13	0.0299095660674098
1113	14	0.04237622318469647
1113	15	0.014636599964532593
1113	16	0.020165884028948255
1113	17	0.016150281194519778
1113	18	0.048623004338345766
1113	19	-0.02033835668370898
1113	20	0.024518482942497144
1113	21	0.021738232421682824
1113	22	0.04079517078329786
1113	23	0.041520885674295016
1113	24	0.057493636594344366
1113	25	0.03295564474309032
1113	26	0.05225464872360419
1113	27	0.04127155786916603
1113	28	0.040628177066807325
1113	29	0.04298265080530683
1113	30	0.026300511408038574
1113	31	0.010244523977561926
1113	32	0.006729451141666232
1113	33	0.01595092690281774
1113	34	0.015251811841984875
1113	35	-0.04619944176556601
1113	36	-0.01609407384394501
1113	37	0.00253767292843321
1113	38	0.03491138121759718
1113	39	-0.004160871441364122
1113	40	-0.0122584281275806
1113	41	0.012150117123539417
1113	42	0.03538800449319979
1113	43	0.07411697073420953
1113	44	0.05034887045098202
1113	45	0.0467069166853733
1113	46	0.04685822095544978
1113	47	0.0121725078660333
1113	48	0.036428118605861926
1113	49	0.0734668018899356
1113	50	0.024976306221589084
1113	51	0.010679031057861721
1114	1	0.44721859525761687
1114	2	0.11029072917838789
1114	3	0.08940977961265162
1114	4	0.06482353725144918
1114	5	0.039772902632542184
1114	6	0.023031511496384383
1114	7	0.027108770171864194
1114	8	-0.0018700635770443341
1114	9	0.00604684897047747
1114	10	0.0026016200071907747
1114	11	0.01015330391624758
1114	12	0.037248041589819536
1114	13	-1.7021620660528924E-4
1114	14	0.0186491636064261
1114	15	-0.005435106522234889
1114	16	0.00693100401893787
1114	17	-0.006626370566351625
1114	18	0.0024207184323188358
1114	19	0.014985082537371852
1114	20	-0.0012958892488015294
1114	21	-0.028418429967295822
1114	22	-0.03309212345104129
1114	23	-0.03756344126254163
1114	24	-0.023819107505438808
1114	25	0.0033080451957090418
1114	26	-0.003224075715905883
1114	27	0.03902866686544115
1114	28	0.0295946142625354
1114	29	-0.02323646417414693
1114	30	-0.050929870501803975
1114	31	0.008269860959366326
1114	32	0.0010441264829452734
1114	33	-0.030431635309440708
1114	34	0.009243197011954862
1114	35	-0.021193264207141738
1114	36	-0.024615963341652503
1114	37	-0.009160762689582214
1114	38	-0.03566251211253757
1114	39	-0.026581405128212054
1114	40	-0.01436261662305327
1114	41	-0.05400722227164323
1114	42	-0.03200971226149818
1114	43	0.014362488955605102
1114	44	-0.022273656462360236
1114	45	0.008466598206673837
1114	46	-0.038937348792813964
1114	47	-0.04943253144491422
1114	48	-0.0029558796577688895
1114	49	-0.022857717141256728
1114	50	-0.07124905160254968
1114	51	-0.05114945971841678
1115	1	0.19081962441806866
1115	2	2.6252779114344094E-4
1115	3	0.039420013256709296
1115	4	0.0228166924831541
1115	5	0.026994658454171372
1115	6	0.014492078911196415
1115	7	0.02712371310344963
1115	8	0.008995258950285745
1115	9	0.008228064165898274
1115	10	-0.01695913025476159
1115	11	-0.005280253923316991
1115	12	0.017793929521459972
1115	13	-0.06312908873072587
1115	14	-0.054056575656623806
1115	15	-0.04398492670895848
1115	16	-0.0763522931343914
1115	17	-0.029868515791726225
1115	18	-0.004059985714846448
1115	19	-0.03638509372583343
1115	20	-0.015727138631845605
1115	21	0.0024654399078443134
1115	22	0.035018437941310765
1115	23	-0.025668414904117753
1115	24	-0.03405433641756872
1115	25	-0.04749611093166095
1115	26	-0.05370310987725446
1115	27	-0.010398928291600384
1115	28	0.03649847506324022
1115	29	-0.013190059579329727
1115	30	-0.04072520667700985
1115	31	-0.022884340132641512
1115	32	-0.029567600910887393
1115	33	-0.003338289079906076
1115	34	-0.04167121983788036
1115	35	-0.0688498955632042
1115	36	-0.1149896815324496
1115	37	-0.062388390630509605
1115	38	-0.06834338271490026
1115	39	-0.07468745647212671
1115	40	-0.07061030160070203
1115	41	-0.06651219192843172
1115	42	-0.06716997746683973
1115	43	-0.060055121606239936
1115	44	-0.03580289615694454
1115	45	-0.031133981760198992
1115	46	0.004377228897297414
1115	47	-0.05742926392387915
1115	48	-0.026464280755028824
1115	49	-0.05067511632854149
1115	50	-0.03660612880135261
1115	51	-0.05572312882395636
1116	1	0.5140827411854119
1116	2	0.10303122299820444
1116	3	0.093207841931914
1116	4	0.0707126477460065
1116	5	0.04532218368187557
1116	6	0.03547322940861619
1116	7	0.027031599453749777
1116	8	0.015999399530969072
1116	9	0.00580565033904179
1116	10	-0.03339193746872837
1116	11	-0.025477305008884343
1116	12	0.00867411150670705
1116	13	-0.009695341215682163
1116	14	-0.04674734724959961
1116	15	-0.0708125120063059
1116	16	-0.07758366922782756
1116	17	-0.018230770132142027
1116	18	-0.08764173740323855
1116	19	-0.06932911809494158
1116	20	0.013681277423465588
1116	21	-0.04663633866866235
1116	22	-0.04303783422546559
1116	23	-0.045848001488991486
1116	24	-0.04943020647426266
1116	25	-0.05120188221243893
1116	26	-0.05139588963022135
1116	27	-0.05631088536458151
1116	28	-0.09596198355558272
1116	29	-0.08650093325565678
1116	30	-0.06438064104232666
1116	31	-0.08178488850766286
1116	32	-0.15145013601865998
1116	33	-0.05675359325793039
1116	34	-0.1362417487041725
1116	35	-0.09380903687440423
1116	36	-0.10672191477740256
1116	37	-0.09514489056734732
1116	38	-0.13580179402027426
1116	39	-0.11900324060966483
1116	40	-0.16901637483702814
1116	41	-0.23567174863715934
1116	42	-0.18086346486694538
1116	43	-0.12966980629420988
1116	44	-0.07923875795844282
1116	45	-0.12358357838689926
1116	46	-0.08520365605728841
1116	47	-0.08025217223823233
1116	48	-0.10128539584125207
1116	49	-0.1246206880833256
1116	50	-0.15879045460259533
1116	51	-0.27863455485246647
1201	1	-0.21578441847297114
1201	2	-0.050197783721998235
1201	3	0.04548464717822043
1201	4	0.057793528228067714
1201	5	0.04781572573458703
1201	6	0.03854097660190092
1201	7	-0.1028161609353404
1201	8	-0.026729434324046508
1201	9	-0.03532162747296752
1201	10	-0.03330494671298112
1201	11	-0.02912694759016432
1201	12	0.017804337081507526
1201	13	0.04701857967846479
1201	14	0.03217451975393715
1201	15	0.04424293343721786
1201	16	0.03824683738830714
1201	17	0.03569613894490686
1201	18	0.028918598500155213
1201	19	0.0475384969418613
1201	20	0.07404401399056582
1201	21	0.033903705235211135
